6000,2.0378
6892,1.9806
7917,2.0767
8485,1.5976
9094,1.3746
10447,1.4051
12000,1.0556
13784,0.8317
15834,1.4067
16971,1.1468
18189,1.4382
20893,1.9071
24000,2.0932
27569,2.1908
31668,1.8113
33941,2.0452
36377,1.7216
41786,2.6176
48000,3.0162
55138,3.9577
63336,4.1751
67882,4.6097
72754,4.2446
6000,2.0386
6892,1.982
7917,2.0781
8485,1.5981
9094,1.3754
10447,1.406
12000,1.054
13784,0.8316
15834,1.4057
16971,1.1474
18189,1.4307
20893,1.9077
24000,2.1102
27569,2.1788
31668,1.808
33941,2.0458
36377,1.7522
41786,2.5421
48000,3.0696
55138,3.9529
63336,4.172
67882,4.656
72754,4.5326
6000,2.0387
6892,1.9819
7917,2.0765
8485,1.5988
9094,1.3738
10447,1.4057
12000,1.0539
13784,0.82906
15834,1.407
16971,1.151
18189,1.4314
20893,1.9167
24000,2.1028
27569,2.197
31668,1.8069
33941,2.0445
36377,1.7575
41786,2.5325
48000,2.9963
55138,3.7516
63336,4.171
67882,4.9992
72754,4.5327
6000,2.0379
6892,1.9813
7917,2.0768
8485,1.5973
9094,1.3754
10447,1.405
12000,1.0557
13784,0.83178
15834,1.4073
16971,1.1514
18189,1.4394
20893,1.9189
24000,2.0985
27569,2.2047
31668,1.8221
33941,2.0112
36377,1.7551
41786,2.5955
48000,2.9636
55138,3.8728
63336,4.238
67882,4.9706
72754,4.5946
6000,2.0388
6892,1.9816
7917,2.0786
8485,1.5991
9094,1.3754
10447,1.4053
12000,1.0536
13784,0.83124
15834,1.4069
16971,1.1464
18189,1.4389
20893,1.9038
24000,2.1094
27569,2.1749
31668,1.7919
33941,2.0326
36377,1.756
41786,2.6084
48000,2.9925
55138,3.9521
63336,4.1981
67882,4.6801
72754,4.4154
6000,2.0378
6892,1.9806
7917,2.0778
8485,1.5989
9094,1.375
10447,1.4077
12000,1.0531
13784,0.82899
15834,1.4056
16971,1.1456
18189,1.4392
20893,1.9044
24000,2.1057
27569,2.2061
31668,1.8161
33941,2.0015
36377,1.7423
41786,2.6121
48000,3.0831
55138,3.7713
63336,4.435
67882,4.8998
72754,4.5929
6000,2.0388
6892,1.9811
7917,2.0786
8485,1.599
9094,1.3749
10447,1.4074
12000,1.0543
13784,0.83133
15834,1.4074
16971,1.1515
18189,1.4377
20893,1.9136
24000,2.1048
27569,2.2004
31668,1.8185
33941,2.0444
36377,1.7439
41786,2.6129
48000,2.9538
55138,3.7585
63336,4.482
67882,4.826
72754,4.3952
6000,2.0383
6892,1.9819
7917,2.0787
8485,1.5978
9094,1.3754
10447,1.4059
12000,1.0537
13784,0.82921
15834,1.4014
16971,1.1457
18189,1.4309
20893,1.9082
24000,2.0881
27569,2.1751
31668,1.7931
33941,2.0307
36377,1.7561
41786,2.5703
48000,3.0645
55138,3.7373
63336,4.5044
67882,4.6184
72754,4.3926
6000,2.0383
6892,1.9819
7917,2.077
8485,1.5979
9094,1.3755
10447,1.4053
12000,1.0537
13784,0.82996
15834,1.4075
16971,1.1458
18189,1.4341
20893,1.906
24000,2.1079
27569,2.1748
31668,1.8214
33941,2.0015
36377,1.7282
41786,2.6165
48000,3.0866
55138,3.9216
63336,4.4721
67882,4.8628
72754,4.2319
